School Number,School Name,School Level,Public_Private,Enrolment,Academic Year
164909,École publique Pavillon-de-l'Avenir,Elementary,Public,136,2014-2015
174882,École publique de la Découverte,Elementary,Public,232,2014-2015
025977,École publique l'Escalade,Elementary,Public,5,2014-2015
539197,École publique Écho-des-Rapides,Elementary,Public,38,2014-2015
111532,ÉEP Passeport Jeunesse,Elementary,Public,85,2014-2015
260926,ÉEP des Navigateurs,Elementary,Public,164,2014-2015
067321,ÉP Héritage,Elementary,Public,399,2014-2015
199737,ÉP Jeunesse-Active,Elementary,Public,215,2014-2015
165182,ÉP Le Coeur du Nord,Elementary,Public,247,2014-2015
314242,ÉP Lionel-Gauthier,Elementary,Public,246,2014-2015
469165,ÉP Pavillon Renaissance,Elementary,Public,50,2014-2015
156230,ÉP Étoile du Nord,Elementary,Public,67,2014-2015
902306,ÉS Cochrane,Secondary,Public,124,2014-2015
946117,ÉS Northern,Secondary,Public,87,2014-2015
922870,ÉS Renaissance,Secondary,Public,84,2014-2015
918296,ÉS l'Alliance,Secondary,Public,51,2014-2015
909335,ÉS publique Odyssée,Secondary,Public,93,2014-2015
919055,ÉSP Echo du Nord,Secondary,Public,58,2014-2015
126258,École élémentaire publique Odyssée,Elementary,Public,42,2014-2015
781231,ÉIC Jean-Vanier,Elementary,Public,61,2014-2015
705128,ÉIC Monseigneur-de-Charbonnel,Elementary,Public,139,2014-2015
766928,ÉIC Mère-Teresa,Elementary,Public,114,2014-2015
705497,ÉIC Nouvelle-Alliance,Elementary,Public,166,2014-2015
750468,ÉIC Père-René-de-Galinée,Elementary,Public,191,2014-2015
739984,ÉIC Renaissance,Elementary,Public,263,2014-2015
704997,ÉIC Saint-Charles-Garnier,Elementary,Public,180,2014-2015
735092,ÉIC Saint-Frère-André,Elementary,Public,103,2014-2015
772491,ÉIC Sainte-Famille,Elementary,Public,250,2014-2015
839486,ÉIC Sainte-Trinité,Elementary,Public,171,2014-2015
683922,ÉSAC Mère-Teresa,Secondary,Public,172,2014-2015
782017,ÉSC Jean-Vanier,Secondary,Public,484,2014-2015
733458,ÉSC Monseigneur-de-Charbonnel,Secondary,Public,274,2014-2015
740390,ÉSC Nouvelle-Alliance,Secondary,Public,243,2014-2015
751073,ÉSC Père-René-de-Galinée,Secondary,Public,310,2014-2015
705357,ÉSC Renaissance,Secondary,Public,387,2014-2015
706477,ÉSC Saint-Charles-Garnier,Secondary,Public,333,2014-2015
691950,ÉSC Saint-Frère-André,Secondary,Public,81,2014-2015
790001,ÉSC Sainte-Famille,Secondary,Public,527,2014-2015
865368,ÉSC Sainte-Trinité,Secondary,Public,91,2014-2015
789369,ÉÉC Ange-Gabriel,Elementary,Public,353,2014-2015
694100,ÉÉC Cardinal-Léger,Elementary,Public,301,2014-2015
699764,ÉÉC Corpus-Christi,Elementary,Public,279,2014-2015
732080,ÉÉC Etobicoke (Richview),Elementary,Public,76,2014-2015
707910,ÉÉC Frère-André,Elementary,Public,383,2014-2015
707970,ÉÉC Georges-Étienne-Cartier,Elementary,Public,411,2014-2015
722510,ÉÉC Immaculée-Conception,Elementary,Public,242,2014-2015
689705,ÉÉC Jean-Paul II,Elementary,Public,328,2014-2015
795917,ÉÉC Le-Petit-Prince,Elementary,Public,319,2014-2015
705411,ÉÉC Marguerite-Bourgeois-Borden,Elementary,Public,188,2014-2015
733555,ÉÉC Monseigneur-Jamot,Elementary,Public,205,2014-2015
690007,ÉÉC Monseigneur-de-Laval,Elementary,Public,381,2014-2015
729949,ÉÉC Mère-Élisabeth-Bruyère,Elementary,Public,195,2014-2015
737330,ÉÉC Notre-Dame,Elementary,Public,203,2014-2015
828752,ÉÉC Notre-Dame-de-la-Huronie,Elementary,Public,70,2014-2015
738166,ÉÉC Notre-Dame-de-la-Jeunesse-Ajax,Elementary,Public,267,2014-2015
738190,ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F,Elementary,Public,133,2014-2015
705330,ÉÉC René-Lamoureux,Elementary,Public,281,2014-2015
774642,ÉÉC Saint-Antoine,Elementary,Public,121,2014-2015
815640,ÉÉC Saint-François-d'Assise,Elementary,Public,159,2014-2015
802662,ÉÉC Saint-Jean,Elementary,Public,343,2014-2015
800490,ÉÉC Saint-Jean-Baptiste,Elementary,Public,331,2014-2015
798223,ÉÉC Saint-Jean-de-Lalande,Elementary,Public,103,2014-2015
810398,ÉÉC Saint-Joseph,Elementary,Public,150,2014-2015
819026,ÉÉC Saint-Louis,Elementary,Public,185,2014-2015
841308,ÉÉC Saint-Michel,Elementary,Public,119,2014-2015
694632,ÉÉC Saint-Nicolas,Elementary,Public,384,2014-2015
837180,ÉÉC Saint-Noël-Chabanel-Cambridge,Elementary,Public,272,2014-2015
845744,ÉÉC Saint-Noël-Chabanel-Toronto,Elementary,Public,196,2014-2015
842524,ÉÉC Saint-Philippe,Elementary,Public,237,2014-2015
848808,ÉÉC Saint-René-Goupil,Elementary,Public,198,2014-2015
861529,ÉÉC Sainte-Croix,Elementary,Public,65,2014-2015
690740,ÉÉC Sainte-Jeanne-d'Arc,Elementary,Public,483,2014-2015
862525,ÉÉC Sainte-Madeleine,Elementary,Public,302,2014-2015
730211,ÉÉC Sainte-Marguerite-Bourgeoys-Brantfrd,Elementary,Public,153,2014-2015
822671,ÉÉC Sainte-Marguerite-Bourgeoys-Markham,Elementary,Public,443,2014-2015
838632,ÉÉC Sainte-Marguerite-Bourgeoys-St.Cath,Elementary,Public,144,2014-2015
773557,ÉÉC Sainte-Marguerite-d'Youville,Elementary,Public,499,2014-2015
822000,ÉÉC Sainte-Marie-Oakville,Elementary,Public,393,2014-2015
725714,ÉÉC Sainte-Marie-Simcoe,Elementary,Public,81,2014-2015
758965,ÉÉC Samuel-de-Champlain,Elementary,Public,105,2014-2015
760021,ÉÉC du Bon-Berger,Elementary,Public,39,2014-2015
861391,ÉÉC du Sacré-Coeur-Georgetown,Elementary,Public,186,2014-2015
755532,ÉÉC du Sacré-Coeur-Toronto,Elementary,Public,157,2014-2015
727270,ÉÉC du Sacré-Coeur-Welland,Elementary,Public,332,2014-2015
705446,Centre d'éduc./form. de l'Est ontarien,Secondary,Public,194,2014-2015
705225,É Élém C Curé-Labrosse,Elementary,Public,65,2014-2015
698202,É Élém C Du Rosaire,Elementary,Public,77,2014-2015
753297,É Élém C Elda-Rouleau,Elementary,Public,285,2014-2015
754102,É Élém C Embrun - Pav. Saint-Jean/Pav. La Croisée,Elementary,Public,645,2014-2015
725668,É Élém C La Source,Elementary,Public,102,2014-2015
861367,É Élém C Marie-Tanguay,Elementary,Public,391,2014-2015
737208,É Élém C Notre-Dame,Elementary,Public,283,2014-2015
707465,É Élém C Notre-Dame-du-Rosaire,Elementary,Public,73,2014-2015
750034,É Élém C Paul VI,Elementary,Public,377,2014-2015
698075,É Élém C Sacré-Coeur,Elementary,Public,161,2014-2015
766321,É Élém C Saint-Albert,Elementary,Public,50,2014-2015
795186,É Élém C Saint-Grégoire,Elementary,Public,140,2014-2015
798304,É Élém C Saint-Isidore,Elementary,Public,165,2014-2015
799998,É Élém C Saint-Jean-Baptiste,Elementary,Public,254,2014-2015
753840,É Élém C Saint-Joseph (Russell),Elementary,Public,225,2014-2015
813257,É Élém C Saint-Joseph (Wendover),Elementary,Public,135,2014-2015
697680,É Élém C Saint-Mathieu,Elementary,Public,171,2014-2015
841595,É Élém C Saint-Paul,Elementary,Public,212,2014-2015
857327,É Élém C Saint-Viateur,Elementary,Public,273,2014-2015
857459,É Élém C Saint-Victor,Elementary,Public,180,2014-2015
697940,É Élém C Sainte-Félicité,Elementary,Public,223,2014-2015
699373,É Élém C Sainte-Lucie,Elementary,Public,237,2014-2015
863696,É Élém C Sainte-Trinité,Elementary,Public,592,2014-2015
840947,É Élém C de Casselman - Pav. St-Paul/Ste-Euphémie,Elementary,Public,460,2014-2015
860443,É Élém C de l'Ange-Gardien,Elementary,Public,242,2014-2015
804392,ÉI catholique - Pavillon Casselman,Elementary,Public,248,2014-2015
733228,ÉI catholique - Pavillon Embrun,Elementary,Public,206,2014-2015
770396,ÉI catholique - Pavillon Hawkesbury,Elementary,Public,188,2014-2015
767894,ÉI catholique - Pavillon Plantagenet,Elementary,Public,121,2014-2015
728807,ÉI catholique - Pavillon Rockland,Elementary,Public,267,2014-2015
723592,ÉI catholique La Citadelle,Elementary,Public,217,2014-2015
704920,ÉS C Embrun,Secondary,Public,407,2014-2015
728330,ÉS C L'Escale,Secondary,Public,584,2014-2015
725684,ÉS C La Citadelle,Secondary,Public,457,2014-2015
752908,ÉS C Le Relais,Secondary,Public,181,2014-2015
695050,ÉS C de Casselman,Secondary,Public,573,2014-2015
752720,ÉS C de Plantagenet,Secondary,Public,264,2014-2015
713740,ÉS C régionale de Hawkesbury,Secondary,Public,395,2014-2015
740225,Notre-Dame-des-Écoles,Elementary,Public,10,2014-2015
787779,É C Franco-Supérieur,Elementary,Public,286,2014-2015
821950,É C Franco-Terrace,Elementary,Public,22,2014-2015
773778,É C Val-des-Bois,Elementary,Public,53,2014-2015
860515,É C de La Vérendrye,Elementary,Public,75,2014-2015
705708,É C de l'Enfant-Jésus,Elementary,Public,25,2014-2015
805076,É C des Étoiles-du-Nord,Elementary,Public,30,2014-2015
722421,É Immaculée-Conception,Elementary,Public,25,2014-2015
738417,É Notre-Dame-de-Fatima,Elementary,Public,78,2014-2015
808440,É St-Joseph,Elementary,Public,49,2014-2015
701718,ÉS C de La Vérendrye,Secondary,Public,117,2014-2015
865638,CEA Kapuskasing,Secondary,Public,24,2014-2015
696153,CEA New Liskeard,Secondary,Public,13,2014-2015
705949,La Clef,Secondary,Public,48,2014-2015
686638,É C André-Cary,Elementary,Public,228,2014-2015
686760,É C Anicet-Morin,Elementary,Public,263,2014-2015
687677,É C Assomption (Earlton),Elementary,Public,154,2014-2015
687936,É C Assomption (Kirkland Lake),Elementary,Public,143,2014-2015
685186,É C Don-Bosco,Elementary,Public,315,2014-2015
707996,É C Georges-Vanier,Elementary,Public,64,2014-2015
723290,É C Jacques-Cartier (Kapuskasing),Elementary,Public,192,2014-2015
723169,É C Jacques-Cartier (Timmins),Elementary,Public,165,2014-2015
862752,É C Jean-Vanier,Elementary,Public,42,2014-2015
805580,É C Louis-Rhéaume,Elementary,Public,100,2014-2015
740322,É C Notre-Dame (Foleyet),Elementary,Public,11,2014-2015
736422,É C Notre-Dame-du-Rosaire (Gogama),Elementary,Public,12,2014-2015
807796,É C Nouveau Regard - Pavillon St-Joseph,Elementary,Public,255,2014-2015
724157,É C Nouveau Regard-Pavillon Jeunesse Nord,Secondary,Public,112,2014-2015
759821,É C Paradis-des-Petits,Elementary,Public,80,2014-2015
798401,É C Pavillon Notre-Dame,Elementary,Public,200,2014-2015
705322,É C Sacré-Coeur (Timmins),Elementary,Public,286,2014-2015
835358,É C Saint-Michel,Elementary,Public,305,2014-2015
785466,É C Sainte-Croix,Elementary,Public,124,2014-2015
853291,É C Sainte-Thérèse,Elementary,Public,84,2014-2015
787124,É C St-Dominique,Elementary,Public,233,2014-2015
793108,É C St-François-Xavier,Elementary,Public,51,2014-2015
794708,É C St-Gérard,Elementary,Public,168,2014-2015
815985,É C St-Jude,Elementary,Public,138,2014-2015
707309,É C St-Jules,Elementary,Public,77,2014-2015
819107,É C St-Louis (Hearst),Elementary,Public,208,2014-2015
819506,É C St-Louis (Virginiatown),Elementary,Public,21,2014-2015
860310,É C Ste-Anne,Elementary,Public,110,2014-2015
749940,É C Ste-Rita,Elementary,Public,23,2014-2015
863823,É C Sts-Martyrs-Canadiens,Elementary,Public,148,2014-2015
698725,ÉS C Cité des Jeunes,Secondary,Public,232,2014-2015
835005,ÉS C Georges-Vanier,Secondary,Public,21,2014-2015
711110,ÉS C Hearst,Secondary,Public,276,2014-2015
705020,ÉS C Jean-Vanier,Secondary,Public,82,2014-2015
686085,ÉS C L'Alliance,Secondary,Public,50,2014-2015
822507,ÉS C Sainte-Marie,Secondary,Public,335,2014-2015
864650,ÉS C Theriault,Secondary,Public,759,2014-2015
735632,É Élém Académie catholique Ange-Gabriel,Elementary,Public,197,2014-2015
731385,É Élém C Alain-Fortin,Elementary,Public,652,2014-2015
705047,É Élém C Arc-en-ciel,Elementary,Public,451,2014-2015
769765,É Élém C Bernard-Grandmaître,Elementary,Public,578,2014-2015
705390,É Élém C De la Découverte,Elementary,Public,509,2014-2015
741671,É Élém C Des  Voyageurs,Elementary,Public,326,2014-2015
764264,É Élém C Des Pins,Elementary,Public,166,2014-2015
703168,É Élém C Des Pionniers,Elementary,Public,440,2014-2015
705055,É Élém C Elisabeth-Bruyère,Elementary,Public,399,2014-2015
864730,É Élém C George-Étienne-Cartier,Elementary,Public,335,2014-2015
701688,É Élém C Horizon-Jeunesse,Elementary,Public,332,2014-2015
722901,É Élém C J.-L.-Couroux,Elementary,Public,166,2014-2015
705136,É Élém C Jean-Robert-Gauthier,Elementary,Public,336,2014-2015
696005,É Élém C Jeanne-Lajoie,Elementary,Public,458,2014-2015
701670,É Élém C L'Envol,Elementary,Public,158,2014-2015
865648,É Élém C L'Étoile-de-l'Est,Elementary,Public,388,2014-2015
725536,É Élém C La Vérendrye,Elementary,Public,376,2014-2015
734314,É Élém C Laurier-Carrière,Elementary,Public,391,2014-2015
753157,É Élém C Marius-Barbeau,Elementary,Public,347,2014-2015
705420,É Élém C Mgr-Rémi-Gaulin,Elementary,Public,347,2014-2015
732397,É Élém C Montfort,Elementary,Public,480,2014-2015
735920,É Élém C Notre-Dame-des-Champs,Elementary,Public,251,2014-2015
688762,É Élém C Pierre-Elliott-Trudeau,Elementary,Public,426,2014-2015
705365,É Élém C Reine-des-Bois,Elementary,Public,229,2014-2015
753203,É Élém C Roger-Saint-Denis,Elementary,Public,178,2014-2015
793027,É Élém C Saint-François-d'Assise,Elementary,Public,286,2014-2015
701971,É Élém C Saint-Guillaume,Elementary,Public,195,2014-2015
156159,É Élém C Saint-Jean-Paul II,Elementary,Public,383,2014-2015
703095,É Élém C Saint-Joseph d'Orléans,Elementary,Public,351,2014-2015
752625,É Élém C Saint-Rémi,Elementary,Public,402,2014-2015
860573,É Élém C Sainte-Anne,Elementary,Public,174,2014-2015
709387,É Élém C Sainte-Bernadette,Elementary,Public,331,2014-2015
861871,É Élém C Sainte-Geneviève,Elementary,Public,599,2014-2015
733402,É Élém C Sainte-Kateri,Elementary,Public,322,2014-2015
730980,É Élém C Sainte-Marguerite-Bourgeoys,Elementary,Public,165,2014-2015
709646,É Élém C Sainte-Marie,Elementary,Public,181,2014-2015
740845,É Élém C Sainte-Thérèse-d'Avila,Elementary,Public,137,2014-2015
861480,É Élém C Terre-des-Jeunes,Elementary,Public,543,2014-2015
703753,É Élém C d'enseignement personnalisé La Source,Elementary,Public,315,2014-2015
725633,É Élém C d'enseignement personnalisé Lamoureux,Elementary,Public,415,2014-2015
786634,É Élém C d'enseignement personnalisé Édouard-Bond,Elementary,Public,297,2014-2015
767978,ÉI C Académie catholique Ange-Gabriel,Elementary,Public,40,2014-2015
705276,ÉI C Béatrice-Desloges,Elementary,Public,500,2014-2015
752550,ÉI C Franco-Cité,Elementary,Public,438,2014-2015
750107,ÉI C Franco-Ouest,Elementary,Public,362,2014-2015
752576,ÉI C Garneau,Elementary,Public,411,2014-2015
696030,ÉI C Jeanne-Lajoie,Elementary,Public,99,2014-2015
705241,ÉI C Marie-Rivier,Elementary,Public,68,2014-2015
718973,ÉI C Pierre-Savard,Elementary,Public,327,2014-2015
751120,ÉI C Samuel-Genest,Elementary,Public,373,2014-2015
855949,ÉS C Académie catholique Ange-Gabriel,Secondary,Public,59,2014-2015
705314,ÉS C Béatrice-Desloges,Secondary,Public,944,2014-2015
705373,ÉS C Centre professionnel et technique Minto,Secondary,Public,67,2014-2015
694827,ÉS C Collège catholique Franco-Ouest,Secondary,Public,732,2014-2015
695955,ÉS C Collège catholique Samuel-Genest,Secondary,Public,680,2014-2015
705233,ÉS C Franco-Cité,Secondary,Public,904,2014-2015
710903,ÉS C Garneau,Secondary,Public,697,2014-2015
696021,ÉS C Jeanne-Lajoie,Secondary,Public,186,2014-2015
750085,ÉS C Marie-Rivier,Secondary,Public,121,2014-2015
832670,ÉS C Pierre-Savard,Secondary,Public,509,2014-2015
695483,Carrefour Options +,Secondary,Public,31,2014-2015
698989,Collège Notre-Dame,Secondary,Public,569,2014-2015
717258,É Saint Nom de Jésus,Elementary,Public,44,2014-2015
809390,É Saint-Joseph,Elementary,Public,140,2014-2015
707449,É Sép Félix-Ricard,Elementary,Public,326,2014-2015
738379,É Sép Georges-Vanier,Elementary,Public,84,2014-2015
737070,É Sép Notre-Dame,Elementary,Public,285,2014-2015
738506,É Sép Notre-Dame-de-la-Merci,Elementary,Public,155,2014-2015
754757,É Sép Sacré-Coeur,Elementary,Public,118,2014-2015
774480,É Sép Saint-Antoine,Elementary,Public,115,2014-2015
775169,É Sép Saint-Augustin,Elementary,Public,246,2014-2015
687022,É Sép Saint-Charles-Borromée,Elementary,Public,31,2014-2015
786470,É Sép Saint-Denis,Elementary,Public,400,2014-2015
787329,É Sép Saint-Dominique,Elementary,Public,179,2014-2015
761125,É Sép Saint-Joseph,Elementary,Public,147,2014-2015
806625,É Sép Saint-Joseph,Elementary,Public,168,2014-2015
808180,É Sép Saint-Joseph,Elementary,Public,170,2014-2015
811599,É Sép Saint-Joseph,Elementary,Public,72,2014-2015
705403,É Sép Saint-Paul,Elementary,Public,138,2014-2015
846449,É Sép Saint-Pierre,Elementary,Public,240,2014-2015
704962,É Sép Saint-Thomas,Elementary,Public,45,2014-2015
860700,É Sép Sainte-Anne,Elementary,Public,27,2014-2015
862886,É Sép Sainte-Marie,Elementary,Public,324,2014-2015
762946,É Sép Sainte-Thérèse,Elementary,Public,158,2014-2015
811173,É Sép St-Joseph,Elementary,Public,139,2014-2015
789607,É Sép St-Étienne,Elementary,Public,164,2014-2015
705080,É Sép Élém l'Horizon,Elementary,Public,10,2014-2015
705970,É Élém C Jean-Paul II,Elementary,Public,500,2014-2015
750518,É Élém C Trillium,Elementary,Public,28,2014-2015
704989,ÉS C Franco-Ouest,Secondary,Public,33,2014-2015
705004,ÉS C Jeunesse-Nord,Secondary,Public,81,2014-2015
701700,ÉS C Saint-Joseph,Secondary,Public,53,2014-2015
704970,ÉS C Trillium,Secondary,Public,57,2014-2015
771473,ÉS C l'Horizon,Secondary,Public,325,2014-2015
696048,ÉS Catholique Champlain,Secondary,Public,207,2014-2015
707511,ÉS Notre-Dame-du-Sault,Secondary,Public,57,2014-2015
705110,ÉS du Sacré-Coeur,Secondary,Public,275,2014-2015
871029,École Alliance St-Joseph,Elementary,Public,433,2014-2015
774379,École Notre-Dame-du-Sault,Elementary,Public,266,2014-2015
848662,É Saint-Raymond,Elementary,Public,122,2014-2015
701580,É Sép Christ-Roi,Elementary,Public,40,2014-2015
753068,É Sép La Résurrection,Elementary,Public,247,2014-2015
728101,É Sép Lorrain,Elementary,Public,22,2014-2015
730440,É Sép Mariale,Elementary,Public,18,2014-2015
